cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	gene
2786	chrII	186965	187144	-	187009	16.141006	1.862423	187009	187136	128	NA
2787	chrII	187186	187353	-	187313	30.109182	8.691309	187219	187314	96	NA
2788	chrII	187468	187537	-	187483	5.276867	2.483231	187477	187523	47	NA
2789	chrII	187571	187617	-	187595	2.793636	1.241616	187571	187617	47	NA
2790	chrII	187714	187778	-	187752	9.622523	4.035251	187715	187752	38	NA
2791	chrII	187893	187965	-	187944	5.587272	0.931212	187893	187965	73	NA
2792	chrII	188076	188127	-	188124	5.587272	1.55202	188077	188124	48	NA
2794	chrII	188588	188698	-	188697	11.174542	2.483231	188593	188697	105	NA
2795	chrII	188858	188904	-	188880	3.10404	1.241616	188880	188904	25	NA
2797	chrII	189117	189149	-	189149	2.793636	1.241616	189117	189149	33	NA
2798	chrII	189297	189302	-	189301	1.862424	0.931212	189297	189302	6	NA
2800	chrII	189578	189612	-	189585	6.828887	2.483231	189583	189611	29	NA
2802	chrII	189682	190229	-	189868	90.637949	10.553733	189768	190186	419	NA
2803	chrII	190347	190393	-	190349	9.932926	4.035251	190348	190391	44	NA
2804	chrII	190504	190625	-	190507	6.208079	2.172827	190507	190622	116	NA
2806	chrII	190817	190825	-	190818	4.345655	2.793635	190817	190825	9	NA
2807	chrII	191102	191158	-	191127	10.864138	2.793635	191105	191145	41	NA
2808	chrII	191199	191253	-	191251	21.107467	14.899387	191228	191251	24	NA
2809	chrII	191366	191411	-	191385	12.105755	2.793635	191376	191403	28	NA
2411	chrII	17911	18024	-	17965	819.4663	303.575015	17950	17965	16	YBL105C
2825	chrII	199242	199270	-	199269	3.10404	1.55202	199268	199269	2	NA
2826	chrII	199414	199474	-	199423	2.793636	0.620808	199414	199474	61	NA
2827	chrII	199540	199562	-	199562	1.55202	0.931212	199540	199562	23	NA
2828	chrII	200182	200273	-	200244	3.10404	0.931212	200196	200246	51	NA
2829	chrII	200313	200353	-	200353	2.172828	1.241616	200313	200353	41	NA
2830	chrII	200817	200843	-	200843	1.862424	0.620808	200817	200843	27	NA
2832	chrII	201406	201528	-	201469	9.622524	1.55202	201430	201502	73	NA
2395	chrII	13888	13973	-	13931	14.899389	7.449694	13909	13940	32	YBL106C
2837	chrII	203418	203444	-	203418	1.55202	0.931212	203418	203444	27	NA
2385	chrII	10535	10604	-	10551	868.510116	494.16301	10551	10558	8	YBL107C
2839	chrII	206457	206458	-	206458	2.793635	2.172827	206457	206458	2	NA
2840	chrII	206544	206583	-	206564	30.729987	21.417869	206562	206564	3	NA
2841	chrII	206802	206802	-	206802	70.151282	70.151282	206802	206802	1	NA
388	chrII	8398	8585	+	8549	22.65949	2.793635	8427	8550	124	YBL107W-A
389	chrII	8762	8802	+	8769	2.483232	0.620808	8762	8802	41	YBL107W-A
2844	chrII	212850	213060	-	212948	28.557161	12.105752	212853	212973	121	NA
2845	chrII	213093	213168	-	213167	3.10404	0.931212	213108	213167	60	NA
2847	chrII	213448	213530	-	213460	7.449695	2.793635	213460	213529	70	NA
2848	chrII	213591	213620	-	213620	2.793636	1.55202	213591	213620	30	NA
2851	chrII	214485	214882	-	214811	121.678339	12.416156	214600	214811	212	NA
2852	chrII	214951	214999	-	214976	1.241616	0.620808	214951	214999	49	NA
2854	chrII	215235	215257	-	215235	2.793635	2.172827	215235	215257	23	NA
2856	chrII	215644	216149	-	216040	88.77553	8.070501	215728	216118	391	NA
2857	chrII	216194	216338	-	216194	90.327539	42.21493	216194	216338	145	NA
746	chrII	217511	217625	+	217543	23.590699	6.208078	217522	217616	95	NA
747	chrII	217787	217796	+	217791	4.345655	2.793635	217787	217796	10	NA
749	chrII	218201	218225	+	218201	3.414444	0.620808	218201	218225	25	NA
750	chrII	218344	218345	+	218344	1.241616	0.620808	218344	218345	2	NA
751	chrII	218910	218975	+	218970	1.862424	0.620808	218910	218975	66	NA
752	chrII	219768	219768	+	219768	1.241616	1.241616	219768	219768	1	NA
753	chrII	219872	219913	+	219889	1.862424	0.620808	219872	219913	42	NA
754	chrII	220034	220065	+	220034	1.241616	0.310404	220034	220065	32	NA
755	chrII	220142	220176	+	220148	1.241616	0.620808	220142	220176	35	NA
767	chrII	227696	227711	+	227708	1.55202	0.931212	227696	227711	16	NA
768	chrII	227894	227956	+	227935	1.862424	0.620808	227894	227956	63	NA
769	chrII	228085	228160	+	228087	7.760098	2.793635	228086	228124	39	NA
770	chrII	228191	228335	+	228263	13.036966	4.656059	228263	228327	65	NA
772	chrII	228599	228709	+	228677	5.587272	0.931212	228611	228709	99	NA
773	chrII	228840	228856	+	228855	4.966463	2.172827	228841	228855	15	NA
774	chrII	228910	229023	+	228981	7.449696	0.931212	228934	229022	89	NA
775	chrII	229180	229193	+	229193	1.241616	0.620808	229180	229193	14	NA
776	chrII	229313	229378	+	229353	3.10404	1.241616	229321	229354	34	NA
777	chrII	229648	229691	+	229648	1.55202	0.620808	229648	229691	44	NA
778	chrII	229932	229933	+	229932	2.793635	2.483231	229932	229933	2	NA
779	chrII	230028	230126	+	230069	4.035252	0.931212	230044	230125	82	NA
780	chrII	230207	230263	+	230210	3.724848	0.931212	230208	230258	51	NA
781	chrII	230330	230420	+	230362	9.312118	2.483231	230331	230387	57	NA
783	chrII	231047	231098	+	231098	1.862424	0.620808	231047	231098	52	NA
785	chrII	231467	231479	+	231478	1.241616	0.620808	231467	231479	13	NA
786	chrII	231623	231666	+	231624	22.349085	7.760098	231624	231666	43	NA
787	chrII	231821	231855	+	231844	1.241616	0.620808	231821	231855	35	NA
788	chrII	231895	232068	+	231979	13.347372	1.55202	231932	232045	114	NA
789	chrII	232106	232177	+	232173	7.449695	2.172827	232106	232175	70	NA
790	chrII	232310	232338	+	232330	3.414444	0.620808	232326	232338	13	NA
791	chrII	232440	232479	+	232478	2.483232	1.55202	232440	232479	40	NA
792	chrII	232586	232654	+	232633	10.243331	2.483231	232593	232637	45	NA
793	chrII	232746	232766	+	232746	1.55202	0.931212	232746	232766	21	NA
795	chrII	233025	233032	+	233031	11.174541	9.001713	233030	233031	2	NA
796	chrII	233252	233265	+	233258	1.241616	0.620808	233252	233265	14	NA
798	chrII	233581	233591	+	233591	3.724847	2.793635	233589	233591	3	NA
799	chrII	233706	233758	+	233757	7.449695	2.793635	233707	233758	52	NA
800	chrII	233949	234135	+	233989	10.243332	0.931212	233980	234118	139	NA
801	chrII	234167	234395	+	234385	45.008571	14.588983	234245	234385	141	NA
802	chrII	234602	234776	+	234776	103.674907	46.560585	234659	234776	118	NA
2860	chrII	216823	217062	-	216925	115.159856	23.590696	216862	217050	189	NA
2878	chrII	237221	237368	-	237315	49.354225	13.036964	237295	237329	35	NA
385	chrII	126	175	+	150	3.414444	1.241616	145	171	27	YBL113W-A
805	chrII	236572	236937	+	236855	74.186544	12.105752	236589	236855	267	NA
2891	chrII	240792	240983	-	240974	19.55545	4.035251	240797	240976	180	NA
2892	chrII	241135	241257	-	241242	36.006856	14.899387	241154	241257	104	NA
2893	chrII	241339	241456	-	241339	673.266065	169.48053	241339	241424	86	YBR001C
2894	chrII	241855	241896	-	241870	3.724848	0.931212	241856	241892	37	NA
2896	chrII	242170	242293	-	242293	8.691312	1.241616	242186	242293	108	NA
2897	chrII	242540	242613	-	242568	173.205382	32.282006	242568	242603	36	YBR002C
814	chrII	242087	242113	+	242113	1.241616	0.620808	242087	242113	27	YBR003W
816	chrII	242768	242808	+	242777	584.180145	154.581143	242775	242803	29	YBR003W
817	chrII	242899	243276	+	242952	33.834032	3.724847	242923	243160	238	NA
2901	chrII	245035	245123	-	245098	20.797064	6.518482	245065	245117	53	NA
2903	chrII	245302	245385	-	245367	9.31212	1.55202	245305	245370	66	NA
2904	chrII	245478	245739	-	245683	354.481266	44.077354	245526	245694	169	YBR004C
2905	chrII	246367	246405	-	246370	2.483232	0.931212	246367	246405	39	YBR004C
822	chrII	245350	245365	+	245355	1.241616	0.620808	245350	245365	16	YBR005W
823	chrII	245546	245589	+	245589	2.172828	1.241616	245546	245589	44	YBR005W
824	chrII	245813	245960	+	245883	717.033019	99.950056	245842	245901	60	YBR005W
825	chrII	246100	246180	+	246115	18.313833	10.243329	246105	246136	32	NA
826	chrII	246238	246308	+	246273	20.176256	7.760098	246272	246296	25	NA
829	chrII	246759	246970	+	246970	1195.675829	437.359096	246879	246970	92	YBR006W
830	chrII	247082	247179	+	247120	45.008569	23.9011	247118	247138	21	NA
833	chrII	247522	247841	+	247792	38.179686	4.966462	247556	247804	249	NA
834	chrII	247874	248249	+	248173	109.262183	21.107465	248019	248176	158	NA
2908	chrII	248866	248934	-	248907	7.449695	2.483231	248868	248932	65	NA
2909	chrII	248991	249045	-	249020	1.862424	0.931212	248991	249045	55	NA
2911	chrII	249791	249792	-	249792	1.862424	1.55202	249791	249792	2	NA
2912	chrII	250006	250018	-	250015	2.483232	1.55202	250006	250018	13	NA
2913	chrII	250399	250556	-	250481	5.897676	0.931212	250412	250555	144	NA
2914	chrII	250772	250827	-	250780	4.035252	1.241616	250780	250804	25	NA
2915	chrII	250874	251041	-	250939	74.496938	19.86585	250921	250979	59	NA
2916	chrII	251072	251141	-	251106	26.384334	5.276866	251090	251135	46	YBR007C
2920	chrII	254291	254295	-	254294	3.414443	2.172827	254294	254295	2	YBR008C
2921	chrII	254386	254459	-	254427	104.295714	36.006852	254421	254433	13	YBR008C
2922	chrII	254639	254670	-	254645	5.587271	2.172827	254639	254670	32	YBR008C
2923	chrII	254859	254975	-	254890	128.196816	29.488371	254879	254939	61	YBR008C
2924	chrII	255149	255172	-	255164	2.483232	1.241616	255149	255172	24	YBR008C
2925	chrII	255650	255954	-	255720	9067.518757	2463.054952	255710	255728	19	YBR009C
2926	chrII	256172	256209	-	256201	3.724848	1.55202	256172	256201	30	YBR009C
843	chrII	255857	255871	+	255868	1.55202	0.620808	255857	255871	15	YBR010W
844	chrII	256102	256169	+	256102	7.449694	5.276866	256102	256161	60	YBR010W
845	chrII	256209	256310	+	256303	5721.675104	4313.0622	256303	256307	5	YBR010W
2928	chrII	257228	257905	-	257424	606.21885	91.569151	257397	257810	414	NA
2929	chrII	257991	258064	-	258006	13162.987814	4957.771101	257996	258014	19	YBR011C
2932	chrII	259368	259443	-	259435	28.246755	7.13929	259386	259435	50	NA
2933	chrII	259481	259641	-	259560	41.283724	7.13929	259535	259618	84	NA
853	chrII	259152	259193	+	259176	2.793636	0.931212	259152	259193	42	YBR012W-A
854	chrII	260463	260535	+	260463	14.588986	2.793635	260463	260514	52	NA
855	chrII	263221	263310	+	263280	26.384334	19.86585	263259	263287	29	NA
2935	chrII	265764	265787	-	265785	4.656059	2.483231	265764	265787	24	NA
2936	chrII	265914	266094	-	266067	178.48225	31.971602	265974	266073	100	YBR013C
2937	chrII	266145	266268	-	266226	9.622524	1.55202	266173	266265	93	YBR013C
2939	chrII	267040	267198	-	267090	36.31726	5.897674	267065	267179	115	NA
2940	chrII	267340	267549	-	267419	1152.529693	264.153719	267350	267419	70	YBR014C
2949	chrII	269575	269677	-	269596	1146.011204	735.657245	269591	269631	41	YBR015C
2950	chrII	269860	269985	-	269914	41.904531	9.312117	269896	269956	61	YBR015C
858	chrII	269757	269788	+	269759	2.483232	0.620808	269757	269788	32	YBR016W
860	chrII	270167	270283	+	270217	2975.221393	627.015879	270198	270236	39	YBR016W
861	chrII	270318	270573	+	270351	217.593144	55.872702	270351	270502	152	NA
2963	chrII	273707	273791	-	273750	997.01733	240.873427	273725	273780	56	YBR017C
2964	chrII	275404	275471	-	275407	4.035252	0.620808	275407	275462	56	NA
2965	chrII	275521	275707	-	275599	85.361078	28.557159	275547	275662	116	YBR018C
2966	chrII	276513	276596	-	276528	45.008569	19.555446	276528	276563	36	NA
2968	chrII	276844	276882	-	276844	1.241616	0.310404	276844	276882	39	NA
868	chrII	281307	281452	+	281307	54.320684	11.795348	281307	281392	86	YBR021W
870	chrII	281824	281861	+	281827	2.172828	1.241616	281824	281861	38	NA
874	chrII	282976	283029	+	282982	3.10404	0.931212	282982	283026	45	NA
875	chrII	283161	283228	+	283177	6.208079	2.172827	283161	283213	53	NA
876	chrII	283601	283743	+	283676	440.152736	124.782368	283661	283724	64	YBR022W
2990	chrII	287928	287966	-	287942	65.184822	40.352507	287940	287955	16	YBR023C
2991	chrII	288038	288151	-	288069	662.712332	363.172564	288053	288077	25	YBR023C
883	chrII	289101	289145	+	289121	4.966463	2.793635	289106	289128	23	YBR024W
884	chrII	289300	289591	+	289336	293.642099	63.943204	289328	289364	37	YBR024W
887	chrII	290156	290319	+	290311	17.693027	4.656059	290214	290311	98	NA
2998	chrII	290672	291379	-	291111	243.046279	22.349081	290746	291348	603	NA
2999	chrII	291453	291799	-	291456	315.680776	177.551031	291456	291681	226	NA
3000	chrII	291872	292043	-	291902	2785.564615	851.4379	291886	291980	95	YBR025C
3001	chrII	292196	292344	-	292309	9.932928	1.241616	292218	292320	103	YBR025C
3003	chrII	293161	293285	-	293257	20.797064	8.691309	293168	293258	91	NA
3004	chrII	293539	293867	-	293733	27.31555	2.793635	293580	293808	229	NA
3005	chrII	293975	294150	-	294087	898.619302	298.298149	294017	294087	71	YBR026C
3007	chrII	294752	294799	-	294783	2.172828	1.241616	294752	294799	48	YBR027C
3013	chrII	296015	296123	-	296063	454.741721	86.913092	296027	296097	71	YBR028C
3015	chrII	296917	297101	-	296968	15.209794	3.414443	296930	297101	172	NA
3019	chrII	297774	297868	-	297822	297.056537	143.717006	297777	297824	48	YBR029C
3020	chrII	298084	298115	-	298104	5.58727	2.172827	298096	298115	20	YBR029C
897	chrII	297964	298116	+	298062	21.417872	3.414443	297998	298077	80	YBR030W
898	chrII	298200	298264	+	298223	106.158138	35.386045	298213	298246	34	YBR030W
901	chrII	298745	298821	+	298746	3.10404	0.620808	298746	298796	51	NA
907	chrII	300071	300160	+	300150	5018.299865	3362.295052	300142	300150	9	YBR031W
910	chrII	300913	300983	+	300952	223.490809	60.528761	300917	300982	66	NA
911	chrII	301811	301831	+	301811	3.104039	1.862423	301811	301831	21	YBR033W
912	chrII	301897	301932	+	301921	4.035251	1.862423	301899	301921	23	YBR033W
913	chrII	302086	302136	+	302095	1.862424	0.620808	302086	302136	51	NA
914	chrII	302296	302381	+	302330	7.760099	4.345655	302315	302358	44	NA
916	chrII	303843	303929	+	303880	36.627663	15.209791	303853	303885	33	NA
917	chrII	303962	304064	+	304000	8.691312	1.55202	303974	304047	74	NA
918	chrII	304214	304269	+	304240	6.208079	2.483231	304224	304269	46	NA
919	chrII	304397	304489	+	304430	10.864138	1.862423	304421	304489	69	NA
3033	chrII	305380	305692	-	305404	25.14272	3.104039	305404	305631	228	NA
3035	chrII	305977	306073	-	305999	495.40463	171.032549	305987	306022	36	YBR034C
3038	chrII	306677	306831	-	306682	75.738555	32.902813	306682	306791	110	NA
3039	chrII	306959	307022	-	306985	2757.938663	1156.564934	306972	306990	19	YBR035C
3040	chrII	307146	307168	-	307146	1.241616	0.620808	307146	307168	23	YBR035C
3041	chrII	307274	307418	-	307348	75.738555	17.072215	307340	307412	73	YBR035C
3042	chrII	307508	307673	-	307569	34.765242	5.276866	307528	307634	107	YBR035C
3043	chrII	307794	307901	-	307825	4.035252	0.931212	307809	307889	81	YBR035C
3046	chrII	309339	309476	-	309340	11.795352	1.241616	309340	309468	129	NA
3047	chrII	309513	309779	-	309554	49.043823	5.276866	309540	309758	219	NA
3048	chrII	309809	310230	-	310220	48.733421	4.966462	309839	310220	382	NA
3049	chrII	310316	310402	-	310361	586.973781	218.213942	310337	310372	36	YBR036C
3052	chrII	311087	311323	-	311198	19.555449	8.070501	311130	311269	140	NA
3053	chrII	311447	311565	-	311486	524.893	140.302563	311467	311501	35	YBR037C
929	chrII	311629	311632	+	311632	1.862424	1.241616	311629	311632	4	YBR038W
930	chrII	311723	311903	+	311847	641.294462	168.549318	311822	311861	40	YBR038W
932	chrII	312219	312241	+	312239	24.832313	19.86585	312239	312240	2	NA
937	chrII	313879	314017	+	314010	17.072216	4.966462	313923	314010	88	NA
940	chrII	315477	315549	+	315539	1646.382293	436.427884	315484	315539	56	YBR039W
942	chrII	315853	315958	+	315918	65.184824	31.661198	315917	315928	12	NA
945	chrII	316598	316614	+	316598	1.55202	0.620808	316598	316614	17	YBR040W
947	chrII	316925	316982	+	316925	2.793636	0.620808	316925	316982	58	YBR040W
951	chrII	318157	318253	+	318213	481.126046	179.103051	318204	318237	34	YBR041W
958	chrII	319688	319839	+	319764	16.141007	3.724847	319733	319838	106	NA
3059	chrII	320982	321301	-	321216	40.352513	3.104039	321006	321216	211	NA
3061	chrII	321615	321731	-	321636	299.229364	34.144429	321627	321663	37	YBR042C
3062	chrII	321998	322008	-	322002	1.862424	0.620808	321998	322008	11	YBR042C
3067	chrII	324017	324121	-	324094	302.022998	131.921658	324023	324094	72	YBR043C
3070	chrII	324910	324913	-	324910	3.414443	1.862423	324910	324911	2	NA
3072	chrII	325212	325291	-	325255	4.65606	0.931212	325212	325289	78	NA
3074	chrII	325525	325561	-	325543	4.035252	1.241616	325525	325561	37	NA
3075	chrII	325724	325734	-	325733	3.104039	1.862423	325724	325734	11	NA
3076	chrII	325834	325965	-	325864	10.243331	2.172827	325864	325957	94	NA
3077	chrII	326022	326176	-	326054	144.648222	19.86585	326054	326150	97	NA
3078	chrII	326617	326706	-	326651	9.312118	4.966462	326620	326693	74	YBR044C
3082	chrII	328518	328566	-	328524	7.449695	3.414443	328518	328556	39	NA
3083	chrII	328612	328727	-	328694	22.659486	5.897674	328632	328706	75	NA
3085	chrII	329108	329195	-	329156	12.105755	2.483231	329117	329180	64	NA
3087	chrII	329433	329507	-	329492	4.345656	1.55202	329433	329507	75	NA
3088	chrII	329543	329787	-	329664	13.036968	1.55202	329554	329757	204	NA
3089	chrII	330196	330283	-	330200	2.483232	0.620808	330196	330283	88	YBR045C
3095	chrII	331526	331595	-	331542	862.612444	228.767675	331526	331584	59	YBR046C
3096	chrII	332390	332398	-	332390	3.414444	1.241616	332390	332398	9	YBR046C
978	chrII	331297	331297	+	331297	1.55202	1.55202	331297	331297	1	YBR047W
979	chrII	331420	331423	+	331420	1.55202	0.931212	331420	331423	4	YBR047W
980	chrII	331620	332118	+	331780	367.518231	71.392897	331772	331965	194	YBR047W
982	chrII	332644	332821	+	332811	24315.489563	8844.959149	332802	332820	19	YBR048W
3109	chrII	336609	336977	-	336930	781.597034	102.743691	336841	336957	117	YBR049C
3110	chrII	337123	337123	-	337123	1.862423	1.862423	337123	337123	1	YBR049C
3114	chrII	337878	338518	-	338240	288.054834	25.763524	338183	338339	157	YBR050C
992	chrII	337187	337249	+	337198	23.280294	13.968176	337193	337210	18	YBR051W
994	chrII	337593	337602	+	337602	1.241616	0.620808	337593	337602	10	YBR051W
996	chrII	338160	338179	+	338160	2.483232	1.241616	338160	338179	20	NA
3116	chrII	339127	339311	-	339253	80.084215	14.588983	339198	339304	107	NA
3117	chrII	339389	339517	-	339413	2398.180545	888.375964	339397	339423	27	YBR052C
3122	chrII	340739	340821	-	340775	1374.158071	433.944653	340745	340775	31	YBR053C
3123	chrII	341167	341296	-	341194	11.174543	3.104039	341186	341293	108	YBR053C
3124	chrII	341345	341432	-	341345	5.276868	1.241616	341345	341432	88	YBR053C
3125	chrII	341498	341557	-	341498	11.484946	3.724847	341498	341531	34	YBR053C
1009	chrII	342503	342802	+	342787	8245.258821	3833.488173	342775	342791	17	YBR054W
3141	chrII	346917	347004	-	346946	9.622522	2.793635	346942	346993	52	NA
3142	chrII	347034	347208	-	347115	39.110897	13.036964	347097	347196	100	NA
3143	chrII	347263	347474	-	347322	439.84233	130.680042	347265	347344	80	YBR055C
3149	chrII	351470	351514	-	351503	6.208079	2.793635	351479	351504	26	YBR056C-B
3150	chrII	351676	351725	-	351725	1.862424	0.620808	351676	351725	50	YBR056C-B
1017	chrII	346925	346943	+	346927	3.414443	2.483231	346927	346934	8	YBR056W
1018	chrII	347080	347101	+	347080	2.483232	0.931212	347080	347101	22	YBR056W
1019	chrII	347754	348163	+	347809	884.340723	410.353957	347808	347874	67	YBR056W
1021	chrII	348524	348820	+	348549	42.835746	4.656059	348549	348776	228	NA
1023	chrII	348988	349092	+	349044	30.109182	10.864137	348992	349052	61	NA
1027	chrII	350816	350819	+	350816	1.241616	0.931212	350816	350819	4	YBR056W-A
1028	chrII	351109	351257	+	351228	1048.23398	330.580154	351211	351246	36	YBR056W-A
1029	chrII	351329	351545	+	351450	97.777237	15.209791	351357	351504	148	NA
3157	chrII	353362	353427	-	353383	416.872442	152.408315	353371	353399	29	YBR057C
3158	chrII	353762	353763	-	353763	1.241616	0.931212	353762	353763	2	YBR057C
3165	chrII	356011	356103	-	356039	757.075118	374.967912	356038	356069	32	YBR058C
3166	chrII	356267	356300	-	356267	1.862424	0.620808	356267	356300	34	YBR058C
3167	chrII	356423	356510	-	356461	23.280297	6.518482	356448	356490	43	YBR058C
3168	chrII	356584	356651	-	356625	5049.340255	1877.943599	356595	356625	31	YBR058C-A
3169	chrII	356766	356823	-	356805	9.932927	4.345655	356769	356823	55	YBR058C-A
3171	chrII	357190	357447	-	357287	18.624239	1.862423	357254	357444	191	NA
3185	chrII	360100	360234	-	360185	93.121174	27.625947	360152	360228	77	NA
3186	chrII	360290	360356	-	360320	744.658964	273.155433	360298	360334	37	YBR059C
3190	chrII	361961	362454	-	362117	31.971609	3.104039	362079	362382	304	NA
3191	chrII	362491	362639	-	362601	195.554465	50.595836	362527	362632	106	YBR060C
3194	chrII	365100	365247	-	365245	11.174543	2.172827	365103	365245	143	NA
3196	chrII	365713	365793	-	365726	227.836468	84.119457	365722	365754	33	YBR061C
3197	chrII	366207	366305	-	366259	13.968179	1.862423	366226	366280	55	NA
3199	chrII	366578	366664	-	366610	419.976484	177.861435	366598	366625	28	YBR062C
3200	chrII	366935	367008	-	366973	4.966464	1.55202	366937	367008	72	YBR062C
3201	chrII	367260	367418	-	367321	12.726563	2.172827	367321	367413	93	NA
3203	chrII	367550	367554	-	367554	1.241616	0.620808	367550	367554	5	NA
3204	chrII	367971	367983	-	367979	1.241616	0.620808	367971	367983	13	NA
3205	chrII	368091	368116	-	368093	1.862424	0.931212	368091	368116	26	NA
3206	chrII	368231	368264	-	368253	3.724848	1.55202	368238	368261	24	YBR063C
1046	chrII	366750	366800	+	366800	12.726563	2.172827	366750	366800	51	YBR064W
3212	chrII	369313	369765	-	369732	587.904997	87.223496	369690	369750	61	YBR065C
3213	chrII	370348	370500	-	370351	226.284449	76.35936	370348	370415	68	NA
3214	chrII	370547	370648	-	370562	4.035252	0.620808	370562	370639	78	NA
3215	chrII	370693	370827	-	370755	180.965479	42.525334	370737	370782	46	YBR066C
3216	chrII	370863	371018	-	370974	30.419587	4.656059	370904	371007	104	YBR066C
3217	chrII	371049	371216	-	371092	24.52191	7.760098	371090	371154	65	YBR066C
3218	chrII	371542	371577	-	371575	3.724848	1.241616	371542	371577	36	YBR066C
3220	chrII	372245	372684	-	372602	244.28789	75.428148	372384	372635	252	NA
3221	chrII	372757	372973	-	372786	7397.235365	3586.406668	372780	372794	15	YBR067C
3222	chrII	373023	373170	-	373087	13.657775	1.862423	373032	373155	124	YBR067C
3223	chrII	373319	373420	-	373386	6.518484	0.931212	373329	373406	78	YBR067C
3226	chrII	374088	374248	-	374089	47.802207	16.761811	374089	374211	123	NA
3227	chrII	374305	375011	-	374415	112.055824	15.520195	374408	374898	491	NA
3229	chrII	375237	375651	-	375447	81.325832	8.691309	375318	375609	292	NA
3230	chrII	375700	375790	-	375752	1207.781583	545.690057	375724	375760	37	YBR068C
3231	chrII	375831	375961	-	375869	59.597552	24.832312	375848	375901	54	YBR068C
3233	chrII	376241	376262	-	376241	1.862424	0.620808	376241	376262	22	YBR068C
3234	chrII	376467	376474	-	376467	1.241616	0.931212	376467	376474	8	YBR068C
3240	chrII	378533	378689	-	378538	1423.822697	1073.687092	378537	378543	7	YBR069C
3241	chrII	378772	378776	-	378772	3.414443	2.172827	378772	378775	4	YBR069C
3245	chrII	379646	380044	-	379955	317.5432	86.292284	379812	379983	172	YBR070C
3247	chrII	380245	380309	-	380307	3.414444	0.620808	380249	380307	59	YBR070C
1072	chrII	380186	380383	+	380339	698.719188	241.494235	380328	380358	31	YBR071W
1073	chrII	380416	380562	+	380435	463.433029	194.93365	380435	380456	22	NA
1076	chrII	381004	381134	+	381036	15.520199	2.483231	381011	381116	106	NA
3252	chrII	382881	383010	-	382961	70.151285	13.347368	382925	382970	46	NA
1077	chrII	381342	381376	+	381342	3.414444	1.241616	381342	381356	15	YBR072W
1078	chrII	381527	381546	+	381532	8.380905	5.276866	381527	381546	20	YBR072W
1080	chrII	381639	381968	+	381956	3077.344283	2295.126441	381953	381959	7	YBR072W
1081	chrII	382063	382382	+	382106	358.82692	144.958622	382106	382181	76	NA
1083	chrII	383073	383159	+	383140	738.761286	295.814917	383137	383158	22	NA
1085	chrII	383457	383560	+	383558	22.969891	10.553733	383491	383558	68	NA
1094	chrII	386224	386286	+	386281	1145.079995	652.779403	386260	386283	24	YBR074W
1095	chrII	386469	386473	+	386472	30.729987	18.31383	386470	386472	3	NA
3260	chrII	391503	391564	-	391542	126.023985	67.66805	391508	391552	45	NA
3261	chrII	391596	391709	-	391646	63.3224	12.72656	391641	391687	47	YBR076C-A
3262	chrII	391747	391958	-	391892	24.832319	3.724847	391751	391924	174	YBR076C-A
3263	chrII	391998	392073	-	392051	9.622524	1.55202	392000	392063	64	YBR076C-A
1111	chrII	390110	390125	+	390125	2.172828	1.55202	390110	390125	16	YBR076W
1112	chrII	390677	390685	+	390677	1.55202	0.620808	390677	390685	9	NA
1113	chrII	390779	390779	+	390779	1.241616	1.241616	390779	390779	1	NA
1114	chrII	390952	391041	+	391002	7.760099	2.483231	390988	391009	22	NA
3265	chrII	392288	392375	-	392352	651.848198	112.98702	392326	392355	30	YBR077C
3266	chrII	392699	392848	-	392717	118.26389	83.188245	392706	392726	21	YBR077C
1118	chrII	392127	392174	+	392138	5.587271	4.345655	392138	392160	23	YBR078W
1119	chrII	392805	392962	+	392962	5124.768408	1822.070897	392947	392962	16	YBR078W
1120	chrII	393063	393181	+	393181	203.004159	80.39461	393072	393181	110	NA
1121	chrII	393461	393678	+	393642	258.876865	34.144429	393476	393652	177	NA
1123	chrII	393726	394532	+	394410	279.673948	14.899387	393830	394410	581	NA
3271	chrII	395568	396255	-	395779	192.760849	19.86585	395721	396239	519	NA
3272	chrII	396474	396742	-	396549	26.384339	3.104039	396489	396713	225	NA
3274	chrII	396819	397017	-	396984	19.555449	5.58727	396852	396986	135	NA
3275	chrII	397145	397288	-	397203	9.622524	1.55202	397168	397284	117	NA
3276	chrII	397326	397626	-	397413	27.315549	4.035251	397397	397564	168	NA
3279	chrII	398290	398348	-	398302	458.466566	357.585294	398302	398312	11	YBR079C
3281	chrII	399089	399267	-	399090	26.384338	4.345655	399090	399247	158	NA
3284	chrII	399785	399903	-	399786	31.040397	7.760098	399786	399879	94	NA
3288	chrII	400479	400643	-	400623	39.110894	13.968176	400504	400624	121	NA
3289	chrII	400860	400978	-	400916	1162.462612	472.124333	400884	400922	39	YBR080C
3300	chrII	403325	403555	-	403372	146.821059	32.59241	403370	403523	154	NA
3301	chrII	403641	403679	-	403663	22.349082	20.176254	403663	403663	1	NA
3309	chrII	405385	405430	-	405397	876.891022	596.596297	405394	405397	4	YBR081C
3312	chrII	406643	407065	-	406992	385.521665	49.975028	406800	406992	193	NA
3313	chrII	407100	407306	-	407246	7426.41333	946.111089	407195	407288	94	YBR082C
3314	chrII	407773	407876	-	407850	2.793636	0.620808	407773	407876	104	YBR082C
3315	chrII	408155	408189	-	408155	4.345656	0.931212	408155	408185	31	YBR082C
